0,20
1,14
5,17
6,19
10,19
11,20
13,18
15,24
18,59
19,64
20,44
21,30
25,49
30,39
31,40
35,44
36,49
40,49
41,50
45,64
50,64
51,60
55,64
60,69
61,70
65,84
70,79
71,80
75,84
80,89
90,99
